FR24007,ANTIBES JEAN MOULIN,43.5998,7.09472,no2;o3
FR24009,CANNES BROUSSAILLES,43.5625,7.00722,no2;o3;pm10
FR24011,NICE OUEST BOTANIQUE,43.6861,7.21194,o3
FR24015,GRASSE CLAVECIN,43.6578,6.92095,o3
FR24021,PEILLON,43.7866,7.37328,pm10
FR24018,MANOSQUE,43.8353,5.78583,no2;o3;pm10;pm25
FR24039,Obs Haute-Provence,43.9335,5.7117,o3;pm10;pm25
